Link,brand,volume,description,ingredients,how_to_use,product_key
https://www.caretobeauty.com/us/sesderma-retisil-intensive-por-aging-oil-30ml/,Sesderma,30ml,"Sesderma Retisil Intensive Pro-Aging Oil 30ml (1.01 fl oz) is an intensive night oil specifically formulated for global action, addressing several advanced signs of aging such as wrinkles, loss of firmness, and other concerns like dark spots, uneven texture, and dehydration. Its formula features hydroxypinacolone retinoate (HPR) at a 0.5% concentration. This ingredient is known for its firming and anti-wrinkle effects. At the same time, HPR contributes to skin renewal and texture improvement, while also evening out the skin tone and boosting radiance. In addition, this oil features the potent antioxidant tocopherol, commonly known as Vitamin E. This antioxidant action helps protect the skin from environmental stressors and free radical damage, which are significant contributors to premature skin aging. Another key aspect of this oil is its hydrating properties by incorporating nourishing oils such as rosehip oil and jojoba oil.&nbsp;In summary, this pro-aging oil combines firming, renewing, and hydrating properties to effectively address the complex needs of aging skin.","Main Ingredients

0.5% Hydroxypinacolone retinoate (HPR) is an ester of retinoic acid, that binds directly to retinoid receptors in the cells. As a result, HPR enhances collagen synthesis, reduces fine lines and wrinkles, evens skin tone, and improves skin texture. This ingredient has more stability and less potential for skin irritation compared to traditional retinoids;
Tocopherol, also known as vitamin E, is a powerful antioxidant that neutralizes free radicals. Additionally, it offers moisturizing benefits;
Rosehip and jojoba seed oil are rich in fatty acids, thus deeply nourishing the skin.","How to use
Apply Sesderma Retisil Intensive Pro-Aging Oil 30ml (1.01 fl oz) two to three times a week in the evening routine.",1518
https://www.caretobeauty.com/us/nuxe-merveillance-lift-firming-activating-oil-serum-30ml/,NUXE,30ml,"NUXE Merveillance Lift Firming Activating Oil-Serum 30ml (1.01fl oz) is an ultra-concentrated firming and smoothing serum perfectly designed for mature skin. In this sense, this composition enriched with 97% of ingredients of natural origin ends up reaffirming the skin and thus smoothing existing wrinkles and fine lines. In other words, this product has a 100% active texture that provides a lifting effect. This, in turn, ends up filling the deepest wrinkles of the skin and instantly smoothing the fine lines of expression. In addition, this serum is perfect for all skin types as it does not have a greasy or sticky texture and is quickly absorbed by the skin. Finally, the skin also gains a hydration boost, becomes more protected and radiant. Furthermore, this product also has a floral fragrance with notes of white musk, magnolia, and freesia for a luxuriously sensorial experience.
The composition of this serum is enriched with firming activating properties. Specifically, Micro-Algae Oil with high concentrations of actives provides a strong regenerating action. In turn, this ingredient strengthens the skin's protective barrier so that it is restored, revitalized, and radiant. At the same time, the skin gains a new firmness, which leads to a smoothing of wrinkles and fine lines present on the face. Furthermore, this oil is further enhanced by the presence of four other vegetable oils, namely Sesame, Jojoba, Macadamia, and Sunflower. These, in turn, intensely hydrate the skin leaving it more radiant, soothed, smoothed, and with a silky touch. Specifically, they also help to gently care for damaged or even sensitized skin.
In short, this firming vegan serum provides a much more toned appearance, without such deep wrinkles and with smoother fine lines. In turn, this product leaves the skin luxuriously more hydrated and nourished, which ends up being stronger, repaired, and protected. Furthermore, its silky texture leaves the skin with a radiant and natural glow without, at the same time, leaving it sticky or oily.","Main Ingredients

Micro-Algae Oil is obtained thanks to advanced green technology that makes it possible to extract active molecules. In this sense, this concentrated ingredient strengthens the skin's protective barrier. At the same time, the skin gains a new firmness, which leads to a smoothing of wrinkles and fine lines present on the face;
Sesame Oil, Jojoba and Macadamia have high nourishing and moisturizing abilities perfect for drier skin;
Sunflower Oil intensely moisturizes the skin while enhancing the damaged or irritated skin barrier.","How to use
Apply NUXE Merveillance Lift Firming Activating Oil-Serum 30ml (1.01fl oz) morning and evening to clean, dry skin on the face, neck and décolleté.",1518
https://www.caretobeauty.com/us/clarins-calm-essentiel-restoring-treatment-oil-30ml/,Clarins,30ml,"Clarins Calm-Essentiel Restoring Treatment Oil is a soothing oil that replenishes and strengthens both sensitive and fragile skin. Lightly fragrant, this nourishing oil provides a pleasant application experience all the while promoting soft and supple skin.
Clarins counts on 98% of ingredients of natural origin to deliver the best strengthening results to your skin. With incredibly soothing ingredients such as clary sage extract and hydrating plant-based squalane, this formulation improves skin's tolerance threshold day after day. Use it after your facial moisturizer in the evening or, alternatively, use it alone as a treatment for 10 to 20 days. After each application, it instantly soothes discomfort as well as tightness and dryness. As a result, the skin feels and looks healthier and smoother.","Main Ingredients

Clary sage extract offers incredible soothing properties;
Plant-based squalane is a skin-identical ingredient that works as a superb moisturizer.","How to use
Apply a few drops of Clarins Calm-Essentiel Restoring Treatment Oil onto clean skin of the face and neck, alone or after your facial serum. You may also use it alone for 10 to 20 days to soothe the most reactive skin.",1518
https://www.caretobeauty.com/us/darphin-the-revitalizing-oil-50ml/,Darphin,50ml,"Darphin The Revitalizing Oil relies on the healing powers of nine enriching plant oils to awaken skin cells and restore luminosity. Fundamentally, this soothing formula works on your face, body, and hair, being widely applicable. Moreover, its pleasant aroma makes it particularly addictive and reinforces its effectiveness. Indeed, as a bonus to your daily beauty ritual, it produces instant effects, enhancing the smoothness, natural glow, and energy levels of your hair. Plus, it has the seal of approval of L’Institut Darphin, managing to be non-comedogenic and dermatologically tested.
In other words, this revitalizing oil is safe to use and effortless to apply. To the same extent, it also maximizes the skin's organic defensive barrier, moisturizing intensely, as well as shielding your complexion from harmful free radicals. Ideally, perform a delicate massage with your fingertips in order to feel relaxed while also fortifying damaged hair and dull skin. On the one hand, Rosewood, Lavender, Ylang Ylang, and Geranium contribute towards a healthier, long-lasting shine. On the other, Argan, Jojoba, Sunflower seeds, or Sweet Almond Oil complete the treatment, offering a grand finish. All in all, experience its endless list of benefits on multiple fronts and give it a try.","Main Ingredients

Sunflower Seed Oil is rich in fatty acids, nourishes and shields the skin from external aggressions;
Jojoba Seed Oil is antioxidant, antibacterial, and non-comedogenic. In addition, on a molecular level, it acts as a wax that is both soothing and discreet on the surface;
Apricot Kernel Oil has the ability to relieve itching, dryness, and inflammations;
Coffee Seed Extract contains high amounts of Vitamin E and other essential nutrients that soothe/moisturize your skin;
Raspberry Seed Oil is rich in antioxidants, softening, nourishing, and protecting the skin/hair;","How to use
After cleansing, apply a few drops of Darphin The Revitalizing Oil on your face, body, and hair. Then, warm the liquid between your hands, massage it lightly with your fingertips. Do so until you feel the soothing and invigorating effects. Lastly, wait until it's fully absorbed and move on to the application of other cosmetics included in your beauty ritual.",1518
https://www.caretobeauty.com/us/erborian-cc-creme-high-definition-radiance-cream-spf25-clair-45ml-skin-therapy-multi-perfecting-night-oil-10ml/,Erborian,45ml,,Not found,Not found,1518
https://www.caretobeauty.com/us/apivita-beevine-elixir-replenishing-firming-face-oil-30ml/,APIVITA,30ml,"APIVITA Beevine Elixir Replenishing Firming Face Oil 30ml (1.01floz) is an anti-aging facial oil that replenishes and rejuvenates the complexion. For that purpose, the formula resorts to the potent qualities of both propolis and grape seed oil. Propolis is a compound produced by bees, known for its beneficial properties for the skin. Paired with grape seed oil, a powerhouse in its own right, the combination boosts skin firmness and elasticity. Another important ingredient in the mix is samphire oil, which has a retinoid-like action. As such, it aids in resurfacing and smoothing the skin, therefore contributing to reducing the appearance of wrinkles. In fact, this oil leads to more nourished, plumper, and firmer skin, with a boost in skin elasticity.
At the same time, the formula features neroli, patchouli, clary sage, rose, and geranium essential oils. These ensure that each application is a sensory delight. These oils are known to invigorate the senses, providing a relaxing and therapeutic experience with every use. As a last note, this product presents responsible packaging that is 100% recyclable and contains a high percentage of recycled materials. In conclusion, this face oil firms the skin and boosts its elasticity for a youthful-looking complexion.","Main Ingredients

Propolis and grape seed oil are rich in polyphenols. These ingredients improve skin firmness and elasticity;
Samphire oil has a retinoid-like action, consequently minimizing the appearance of wrinkles.","How to use
Apply a few drops of APIVITA Beevine Elixir Replenishing Firming Face Oil 30ml (1.01floz) to clean, dry skin of the face and neckline and massage. Use it on its own or before your moisturizer.",1518
https://www.caretobeauty.com/us/w7-makeup-sleep-tight-welness-essentials-set/,W7 Makeup,Not found,"This gift set contains the following products:

W7 Nourishing Skin Face Oil 30ml
W7 Good Night Glow Night Cream 50ml
Satin Eye Mask x1

W7 Nourishing Skin Face Oil nourishes the skin with powerful ingredients. That said, this formula features Retinol and Squalane which work together to take care of your skin. Firstly, Retinol is a well-known ingredient for its antiaging benefits. It boosts collagen production and consequently, reduces the appearance of fine lines and wrinkles. Secondly, Squalane has anti-inflammatory properties and therefore, soothes the skin and reduces redness as well as swelling. In short, this nourishing oil adds a protective step to your skincare routine that cares for your skin and its delicate barrier.&nbsp;
W7 Good Night Glow Night Cream&nbsp;is formulated with ingredients that will change your skincare game. On one hand, the formula contains Hyaluronic acid, a renowned ingredient for its hydrating and anti-aging properties. Because it has the ability to retain water in the skin, not only does it hydrate the skin but also plumps it. Therefore, it reduces the appearance of fine lines and wrinkles. On the other hand, this product features Retinol, an anti-aging gold standard. This ingredient boosts skin renewal and enhances collagen production. As a result, it works to reduce fine lines and wrinkles and improve firmness, elasticity, and radiance. In conclusion, this&nbsp;face cream is the perfect end to your day!",Not found,Not found,1518
https://www.caretobeauty.com/us/clarins-aroma-santal-treatment-oil-30ml/,Clarins,30ml,"Clarins Aroma Santal Treatment Oil 30ml (1 fl oz) is a luxurious facial oil that offers a unique formula to both rebalance and decongest the skin. Simultaneously, it also seals in moisture, for a more hydrated complexion. Formulated with a seamless blend of Sandalwood, Cardamom, and Hazelnut extracts, this oil effectively soothes and comforts irritated or stressed skin. With regular use, it will help your complexion balance itself and reduce redness, for a supple and satin-soft finish.
By following the principles of aromatherapy and phytotherapy, Clarins Aroma Santal Treatment Oil 30ml (1 fl oz) purifies and smooths out the skin's texture. The result is a beautifully toned and protected complexion, less prone to early fine lines. One try is enough to provide deep hydration and an incredibly soothing sensation. However, with regular use, you'll notice a visible improvement in the overall look and feel of your complexion. It's truly a skin-saver in a tiny bottle.","Main Ingredients

This blend of Sandalwood, Cardamom, and Hazelnut oils is a powerhouse combination that soothes, nourishes, and protects the skin. Cardamom is rich in anti-inflammatory components that help soothe the skin and increase recovery time against acne and blemishes. Meanwhile, Sandalwood is an excellent emollient that effectively smoothes and hydrates the skin, increasing its elasticity. When combined with Hazelnut oil, this blend helps the skin remain moisturized while simultaneously providing protection against environmental damage.","How to use
After washing your skin and removing all traces of makeup, apply a few drops of Clarins Aroma Santal Treatment Oil 30ml (1 fl oz) onto the still-damp face and neck. Then, gently massage it with your fingertips, using upward and outward movements. Allow the skin to fully absorb it before continuing your skincare routine with your moisturizer of choice. If necessary, remove any excess by laying a tissue on your face.",1518
https://www.caretobeauty.com/us/codex-beauty-bia-nourishing-facial-oil-30ml/,Codex Labs,30ml,"Codex Labs Bia Nourishing Facial Oil 30ml (1.01fl oz) was specially developed to lock in moisture, boost hydration and protect the skin's natural microbiome. By resorting to a blend of emollient and occlusive oils, this unique product promises to contribute to a smoother and more balanced result, with each application. In fact, although perfect for all skin types, the Bia Nourishing Facial Oil is especially suitable for dry and flaky skin in need of extra nourishment. Furthermore, its light and dry consistency ensures an easy and enjoyable application every time. While its texture is pleasantly rich, the Bia Nourishing Facial Oil sinks quickly onto the skin promoting a fast absorption.
To conclude, the Bia Nourishing Facial Oil has a vegan composition and is certificated as a cruelty-free product by the Leaping Bunny Program.","Main Ingredients

Rosehip Oil is loaded with Vitamin A, C and essential fatty acids. This component is great when it comes to soothing, moisturizing and achieving softer skin;
Bog Myrtle offers an antioxidant action;
Sea Buckthorn contains vitamins, minerals and omega-3 fatty acids that help to retain moisture and improve elasticity;
Prickly Pear Seed Oil is an emollient and occlusive agent that contributes to deep and long-lasting hydration. Moreover, it also helps to even the skin tone;
Serrated Wrack improves suppleness and elasticity;
Baobab Oil also increases levels of elasticity;
Rosemary shields the skin from environmental damage;
Kiwi Seed Oil is responsible for controlling sebum production and also keeping the skin clear.","How to use
Use Codex Labs Bia Nourishing Facial Oil 30ml (1.01fl oz) as part of your regular skincare routine or anytime you need a boost of hydration and protection. Apply an appropriate amount to the dry and clean skin of your face. Then, massage gently with rotating movements. Discover the remaining Bia Collection to improve your results.",1518
https://www.caretobeauty.com/us/embryolisse-beauty-oil-100ml/,Embryolisse,100ml,"Embryolisse Beauty Oil is an extremely nourishing oil ideal for various parts of the body. In other words, this product can be used on face and body skins that need a boost of nutrition and hydration, and also on drier and more fragile hair. Its dry, light and non-greasy texture is easily absorbed into both skin and hair leaving them visibly healthier, revitalized and with a soft, subtle and delicate floral fragrance. Furthermore, for this to be possible, this oil is enriched with four active vegetable oils of natural origin: shea, pomegranate, lemon and apricot. Each of these ingredients helps to deeply hydrate and nourish, leaving the skin on your body smoother, healthier and without any discomfort. In short, this beauty oil comforts, protects and beautifies the skin and hair.","Main Ingredients

Shea Butter is a magic moisturizer and emollient with soothing properties for the skin;
Pomegranate is a powerful anti-inflammatory and antioxidant agent with excellent nourishing and moisturizing abilities;
Lemon is rich in several antioxidant and antibacterial components. At the same time it has a moisturizing action;
Apricot contains great nutritional properties ideal for dry and damaged skin and hair.","How to use
Embryolisse Beauty Oil is an easy-to-use cosmetic skin care product with multiple uses. First, apply to your face on your body in the driest areas in order to nourish and hydrate them. Then apply to the ends of your hair to strengthen them and provide an extra nutrition boost.",1518
https://www.caretobeauty.com/us/weleda-skin-food-ultra-light-dry-oil-100ml/,Weleda,100ml,,Not found,Not found,1518
https://www.caretobeauty.com/us/nuxe-the-prodigieux-collection-coffret/,NUXE,Not found,"This gift set contains the following products:

1 unit of NUXE Huile Prodigieuse Dry Oil 100ml
1 unit of NUXE Prodigieux Shower Oil 100ml
1 unit of NUXE Prodigieux Le Parfum 15ml
1 unit of NUXE Prodigieux Candle 70g


NUXE Huile Prodigieuse Dry Oil 100ml is the iconic NUXE ultra-hydrating dry oil with notes of Orange Blossom, Magnolia, and Vanilla. This dry oil has amazing moisturizing and conditioning properties, making it a staple for a lot of people. The presence of 7 precious 100% botanical oils in this moisturizing oil, nourishes and repairs the face, body, and hair in a single step. This unique combination of oils, protects against pollution and the appearance of stretch marks, while also keeping the skin moisturized for up to 8 hours. The presence of Vitamins C and E provides protection against free radicals and oxidative stress. Also, with Rosemary Leaf Extract, this product also provides toning properties. 

NUXE Prodigieux Shower Oil 100ml is the sensorial shower gel-oil that derived from the iconic Nuxe Prodigieuse Oil and maintains the same fragrance. Specifically, with tiny golden particles, it gives a radiant shine to the skin without being noticeable that the particles are there. Furthermore, it has a dense and luxurious texture that makes the shower routine a delight. Furthermore, it produces a fragrant lather that gently cleanses the skin and can be used on all skin types. Regarding its composition, this gel is enriched with 94% of ingredients of natural origin that effortlessly envelop your body while protecting, washing and hydrating it. 

NUXE Prodigieux Le Parfum 15ml is the eau de parfum that recreates the scent from the bestseller Nuxe product Prodigieuse Oil. With a white floral fragrance, this EDP has a fresh and luxurious scent that can be used throughout the year. Furthermore, designed for urban women, this perfume was created by Serge Majoullier, who has worked with brands such as Jo Malone, Armani and Viktor&Rolf. The main notes in this delicate fragrance are gardenia, Orange Blossom and Coconut Milk. 

 NUXE Prodigieux Candle 70g helps you enjoy a moment of relaxation, with the characteristic scent of Huile Prodigieuse. ",Not found,Not found,1518
https://www.caretobeauty.com/us/the-potions-jojoba-oil-serum-20ml/,The Potions,20ml,"The Potions Jojoba Oil Serum 20ml (0.67 fl oz) offers deep hydration and nourishment to dry and flaky skin. This serum stands out due to its 100% organic jojoba oil composition. This oil is incredibly moisturizing due to its unique content of fatty acids. It also contains antioxidants that protect against oxidation. Designed to cater to the needs of dry and flaky skin, this serum nourishes the skin and leaves a moist finish without any stickiness. User self-evaluation statistics show that 96% of users reported that their skin felt moist after application, with the same percentage noting prolonged hydration effects. Additionally, 90% of users observed that their skin became firmer and felt healthier following regular use. Not limited to just skincare, this versatile serum has also proven to moisturize hair effectively, with 90% of users experiencing moisturized hair.
Offering a minimalist approach with 100% jojoba seed oil, this formulation is a testament to the brand's commitment to providing personalized skincare solutions that focus on the skin's individual needs. Whether used alone or combined with other products from The Potions, this ampoule allows for a customized skincare experience that addresses your unique concerns. This ""mix and match"" principle ensures that your skin receives exactly what it needs, making this ampoule a versatile addition to any skincare routine. In summary, this serum is ideal for deeply nourishing the skin, whether the face or the body.","Main Ingredients

100% Jojoba seed oil is a plant oil rich in several fatty acids and antioxidants. Therefore, it provides nourishing benefits and protective qualities against oxidative stress. Additionally, this oil is similar to human sebum, so it can have some balancing properties. Overall, it nourishes the skin to leave it soft and supple.","How to use
Apply an appropriate amount of The Potions Jojoba Oil Serum 20ml (0.67 fl oz) to the face, neck, and/or body and massage until complete absorption.",1518
https://www.caretobeauty.com/us/cosrx-the-retinol-0-5-oil-20ml/,COSRX,20ml,"COSRX The Retinol 0.5 Oil 20ml (0.67 fl oz) is a highly concentrated oil that mainly targets signs of aging. For this purpose, this product features a powerful formula with 0,5% Retinol. This ingredient is highly effective at fighting skin aging, minimizing the appearance of fine lines and wrinkles as well as improving skin elasticity. In addition, Super Vitamin E works in synergy with Retinol to provide high anti-aging efficacy whereas Squalane provides moisturizing properties. As a matter of fact, in just four weeks, this oil visibly improves wrinkles and elasticity and delivers a lifting effect. On the other hand, in two weeks, this product reduces the appearance of pores.
In particular, this product is designed for intermediate or advanced retinol users due to its high percentage of retinol. Still, it is advisable to use it slowly to build tolerance during the adaptation phase. In conclusion, this product fights signs of skin aging and lends the skin a youthful and radiant appearance.","Main Ingredients

0,5% Pure Retinol is a renowned anti-aging ingredient thanks to its multiple actions. It boosts collagen production, thus minimizing the appearance of wrinkles and improving skin firmness. In addition, it promotes skin renewal and, therefore, refines skin texture. And lastly, it also reduces excess sebum production and as such, can improve the appearance of large pores;
Super Vitamin E (tocotrienol) has antioxidant activity 50 times higher than tocopherol. Besides, it stimulates collagen production thus having an antiaging action and reducing the appearance of fine lines and wrinkles;
Squalane is a lipid with emollient properties, therefore, hydrating and nourishing the skin.","How to use
Apply one to two drops of  COSRX The Retinol 0.5 Oil 20ml (0.67 fl oz) to the face and neck in the evening routine. Use two to three times a week for two weeks and then gradually increase frequency to every other night.",1518
https://www.caretobeauty.com/us/arganicare-organic-prickly-pear-oil-3-in-1-ultra-fortifying-30ml/,Arganicare,30ml,"Arganicare Organic Prickly Pear Oil 3-in-1 Ultra Fortifying is an organic Prickly Pear Oil. Additionally, its cold-pressed extraction maintains a higher content of vitamins and active ingredients.
Prickly Pear Oil is rich in Omega 6 and antioxidants. Therefore, it not only visibly reduces early signs of aging, such as wrinkles or fine lines but also prevents them by working as a barrier and protecting the skin against the harmful effects of free radicals.
Lastly, this rare oil is also a strong ally against dehydration, restoring both the skin and hair&rsquo;s firmness and elasticity. Thus, although suitable for all skin types, it is especially recommended for mature skin.","Main Ingredients

The rare Prickly Pear plant oil is rich in fatty acids that repair, nourish and hydrate the skin. Alongside these properties, it is also an oil rich in antioxidant Vitamin E, anti-inflammatory sterols, and emollient amino acids that nourish the skin, protect it against daily damage and pollution, and also help reduce visible stressing signs on the skin. Additionally, since it is a light oil, it is easily absorbed into the skin, leaving it feeling velvety.","How to use
Arganicare Organic Prickly Pear Oil 3-in-1 Ultra Fortifying is suitable for several occasions. For facial care, it offers the best results as a replacement night serum. Start by warming up two to three drops of oil on your fingertips. Then, gently massage it around the eyes, forehead, cheeks, lips, and wherever else there are aging signs.
It also adds strength and shine to the hair when applied only on the length and tips. Allow it to rest for, at least, 15 minutes, and then rinse it off and style the hair normally.
Finally, gently massage Arganicare Organic Prickly Pear Oil 3-in-1 Ultra Fortifying on the nails several times a week for added strength.",1518
https://www.caretobeauty.com/us/arganicare-organic-wheat-germ-pure-oil-3-in-1-regenerator-30ml/,Arganicare,30ml,"Arganicare Organic Wheat Germ Pure Oil 3-in-1 Regenerator is a pure and organic Wheat Germ oil. Due to its cold-pressing extraction, it maintains most of its vitamins and active ingredients.
Rich in Vitamin E and fatty acids, this oil is ideal to renew the skin and preserve its elasticity. As a result, it helps fight signs of aging such as wrinkles or fine lines. Thus, it is most suitable for mature skin, since it also eases skin imperfections.
As it also helps nourish and maintain the skin&rsquo;s moisture, Wheat Germ oil helps strengthen the hair and nourish the scalp. Therefore, it&rsquo;s particularly useful for dry hair or hair that has suffered sun damage.
Lastly, and since this oil contributes to the skin&rsquo;s rehabilitation, it is also helpful in treating and preventing stretch marks during pregnancy, and in recovering damaged hands or nails.","Main Ingredients

Wheat Germ has strong antioxidant properties since it is one of the richest Vitamin E oils found in nature. As a result, it is ideal for mature, damaged, or pale skin with poor circulation, for it enhances the protective barrier of the skin and reduces water loss. Additionally, it also refreshes and soothes skin allergies. Lastly, and because this oil penetrates slowly into the deeper layers of the skin, it has great moisturizing and emollient properties, and can help restore dry or flaky scalps.","How to use
Arganicare Organic Wheat Germ Pure Oil 3-in-1 Regenerator is suitable for several occasions. As a moisturizer, gently massage a few drops of the oil on cleansed and dry skin daily.
As a hair mask, apply a few drops of oil on your hands and then smooth it on still-damp hair, avoiding the scalp. After resting for five minutes, rinse the oil off.
Lastly, for a weekly scalp treatment, apply a few drops of oil directly on the dry scalp and hair and wrap it in a towel. Allow it to rest for, at least, 20 minutes, and then rinse it off thoroughly.",1518
https://www.caretobeauty.com/us/payot-herbier-your-beneficial-ritual-coffret/,Payot,Not found,"This promotional pack contains the following products: 
 
 Payot Herbier Face Beauty Oil 30ml 
Payot Jade Gua Sha  
Payot Pink Cotton Headband 

 
 Payot Herbier Face Beauty Oil promises to infuse your skin with nourishment, protection and youthfulness through a revitalizing multisensory experience. Made with only five ingredients of completely natural origin, this formula improves the overall condition of your skin, revealing a smoother, firmer and more radiant complexion. Read more about  Payot Herbier Face Beauty Oil here. 
 Payot Jade Gua Sha  will take your caring moment to a whole new level. This massaging tool is perfect to lift the contours of your face while ensuring maximum absorption of the formulas. Moreover, jade stone is famous for its relaxing properties that soothe the mind and skin.",Not found,Not found,1518
https://www.caretobeauty.com/us/topicrem-ultra-moisturizing-oil-125ml/,Topicrem,125ml,"Topicrem Ultra-Moisturizing Oil 125ml (4.23fl oz) is a nourishing formula that perfectly fits the needs of adult skin and hair that struggles with dryness and sensitivity. As it happens, this is a multipurpose product that promises to improve the moisture levels of your face, body and hair! Furthermore, thanks to its special composition, the Ultra-Moisturizing Oil not only provides instant relief but also ensures long-lasting hydration. In fact, after each application, you will enjoy a protective and softening effect that subsists thanks to a hydrating action that lasts up to 24 hours.  
All of these benefits are possible thanks to a formula that blends the power of two refined vegetable oils rich in Omega 6. The presence of Evening Primrose and Safflower Oils plays a crucial role when it comes to achieving smooth and healthy hair and skin.  
On a final note, the Ultra-Moisturizing Oil has a non-comedogenic and also non-greasy consistency. Its velvety texture blends easily on the skin providing a charming floral oriental scent and satiny finish.","Main Ingredients 
 
 Duo of Evening Primrose and Safflower Oils contribute to nourished and also softer hair and skin.","How to use 
Use Topicrem Ultra-Moisturizing Oil 125ml (4.23fl oz) as part of your routine in the morning and/or evening. To apply it on the body, spray the formula directly on the skin or on the palm of your hand, then massaging it onto the skin for maximum absorption. When it comes to the face, use your hands to apply the composition from bottom to top through circular movements. Avoid the eye area. Lastly, use one spray on short hair and two on long strands. Use this product on wet or dry hair.",1518
https://www.caretobeauty.com/us/shaeri-multi-use-oil-100ml/,Shaeri,100ml,"Shaeri Organic Prickly Pear Seed Oil Multi Use Oil creates a protective moisture barrier for typically dry hair in need of extra nourishment on a weekly basis. Formulated with 99% natural ingredients, this works as a leave-in treatment if you allow it to rest for half an hour before using shampoo. Moreover, it suits your hair, face, and body, refreshing as well as healing irritated areas thanks to Organic Prickly Pear, Jojoba, or Sweet Almond Oils. In fact, this includes five vegetable oils, invigorating dull hair, and perfuming it for a pleasant finish. If you happen to struggle with dry ends, it can be seen as a quick fix to soften damaged areas. During summertime, apply a few sprays to protect the hair from environmental threats, sea or pool water. All in all, this tends to create a powerful lipid barrier. Finally, extent the oil's use to your body, soothing the skin after a warm shower!","Main Ingredients

Macadamia Nut Oil is a wonderful solution for dry, dull, and damaged hair in need of a quick fix. Filled with unsaturated fatty acids, it repairs, nourishes, and heals, establishing a protective layer against different external threats;
Prickly Pear Seed Oil is a star ingredient thanks to its richness in Omega 6 and Tocopherol, surpassing other wholesome elements like Argan Oil. Indeed, this fights free radicals, hydrates, and regenerates dry, curly, or frizzy hair;
Jojoba Seed Oil acts as a deeply hydrating and relaxing agent, nourishing as well as reshaping dry areas from within. In short, it also adds suppleness and luminosity, improving one's overall appearance;
Sweet Almond Oil moisturizes and shields vulnerable skin/hair, providing a noticeable energy boost. Deeply soothing, it alleviates irritation and itching, successfully preventing stretch marks;
Safflower Seed Oil is rich in linear acid as well as vitamin E, penetrates the skin effortlessly without leaving an unpleasant greasy feeling. Fundamentally, it contributes to protecting the most sensitive skin and hair, building a trustworthy lipid barrier;
Lastly, Tocopherol - better known as vitamin E - is an antioxidant that can protect the hair/scalp from damaging free radicals. Besides, it has wonderful moisturizing properties and it also delays aging signs.","How to use
Apply a few sprays of Shaeri Organic Prickly Pear Seed Oil Multi Use Oil on dry ends as an emergency fix before going to bed. The next morning, you'll notice the hair has become softer. Focus solely on the tips of your hair to avoid a greasy finish. During summertime, resort to this spray as a protective product to keep your curls healthy and defined. Ultimately, this can be seen as the first step in a healthy hair care routine. Finally, don't forget to explore the rest of the brand's Magic Cactus Prickly Pear range for optimal results.",1518
https://www.caretobeauty.com/us/dr-hauschka-clarifying-day-oil-18ml/,Hauschka,18ml,"Dr. Hauschka Clarifying Day Oil is a fast-absorbing daily moisturizer that balances excessive oiliness, purifies the appearance of pores, and prevents the emergence of blemishes. In detail, Apricot kernel, almond, and wheat germ oils balance the skin&rsquo;s natural oil content, while Anthyllis and carrot extract calm the skin. Additionally, Neem, St. John&rsquo;s wort, and calendula extracts combine to visibly minimize redness and help maintain a healthy, radiant complexion. In truth, this combination of plant extracts and nourishing oils will regulate the skin&rsquo;s oil production, fighting the excess of sebum. Therefore, Dr. Hauschka Clarifying Day Oil absorbs easily without leaving a greasy shine.","Main Ingredients

Anthyllis extract provides the stimuli needed to guide all skin conditions to a balanced, healthy state while revitalizing processes of cleansing and renewal;
Apricot kernel extract antioxidant vitamin E and nourishing fatty acids, has nourishing and moisturizing properties, and is quite easily absorbed into the skin;
Calendula Flower extract is a gentle and nourishing botanical extract with soothing properties.","How to use
Apply Dr. Hauschka Clarifying Day Oil 1-3 drops evenly to the face, neck, and d&eacute;collet&eacute; with a gentle pressing motion after cleansing and toning. For maximum benefit, apply while the skin is still moist from toner. Protect against light and heat.",1518
